  4.716E-01  1.181E+08
  4.810E-01  1.242E+08
  4.906E-01  1.246E+08
  5.004E-01  1.221E+08
  5.104E-01  1.145E+08
  5.206E-01  1.138E+08
  5.311E-01  1.148E+08
  5.417E-01  1.167E+08
  5.525E-01  1.195E+08
  5.636E-01  1.233E+08
  5.748E-01  1.282E+08
  5.863E-01  1.338E+08
  5.981E-01  1.407E+08
  6.100E-01  1.493E+08
  6.222E-01  1.626E+08
  6.347E-01  1.929E+08
  6.474E-01  2.656E+08
  6.603E-01  1.778E+08
  6.735E-01  1.568E+08
  6.870E-01  1.490E+08
  7.007E-01  1.438E+08
  7.147E-01  1.393E+08
  7.290E-01  1.359E+08
  7.436E-01  1.336E+08
  7.585E-01  1.324E+08
  7.737E-01  1.322E+08
  7.891E-01  1.325E+08
  8.049E-01  1.331E+08
  8.210E-01  1.336E+08
  8.374E-01  1.338E+08
  8.542E-01  1.332E+08
  8.713E-01  1.301E+08
  8.887E-01  1.206E+08
  9.065E-01  1.202E+08
  9.246E-01  1.218E+08
  9.431E-01  1.240E+08
  9.619E-01  1.268E+08
  9.812E-01  1.314E+08
  1.001E+00  1.423E+08
  1.021E+00  1.658E+08
  1.041E+00  1.317E+08
  1.062E+00  1.256E+08
  1.083E+00  1.241E+08
  1.105E+00  1.111E+08
  1.127E+00  1.008E+08
  1.150E+00  9.429E+07
  1.173E+00  9.003E+07
  1.196E+00  8.877E+07
  1.220E+00  9.149E+07
  1.244E+00  7.807E+07
  1.269E+00  7.428E+07
  1.295E+00  7.825E+07
  1.321E+00  6.376E+07
  1.347E+00  5.818E+07
  1.374E+00  5.055E+07
  1.401E+00  4.833E+07
  1.429E+00  5.113E+07
  1.458E+00  5.997E+07
  1.487E+00  4.071E+07
  1.517E+00  3.623E+07
  1.547E+00  3.439E+07
  1.578E+00  3.309E+07
  1.610E+00  3.204E+07
  1.642E+00  3.125E+07
  1.675E+00  3.072E+07
  1.708E+00  3.044E+07
  1.742E+00  3.040E+07
  1.777E+00  3.058E+07
  1.813E+00  3.103E+07
  1.849E+00  3.161E+07
  1.886E+00  3.180E+07
  1.924E+00  3.395E+07
  1.962E+00  4.022E+07
  2.001E+00  5.135E+07
  2.042E+00  2.559E+07
  2.082E+00  2.178E+07
  2.124E+00  2.202E+07
  2.166E+00  2.252E+07
  2.210E+00  2.288E+07
  2.254E+00  2.327E+07
  2.299E+00  2.390E+07
  2.345E+00  2.498E+07
  2.392E+00  2.644E+07
  2.440E+00  2.784E+07
  2.489E+00  2.659E+07
  2.538E+00  2.842E+07
  2.589E+00  3.384E+07
  2.641E+00  4.205E+07
  2.694E+00  2.119E+07
  2.748E+00  1.953E+07
  2.803E+00  2.009E+07
  2.859E+00  2.049E+07
  2.916E+00  2.068E+07
  2.974E+00  2.080E+07
  3.034E+00  2.091E+07
  3.094E+00  2.102E+07
  3.156E+00  2.110E+07
  3.219E+00  2.113E+07
  3.284E+00  2.111E+07
  3.349E+00  2.112E+07
  3.416E+00  2.103E+07
  3.485E+00  2.065E+07
  3.554E+00  1.967E+07
  3.625E+00  1.991E+07
  3.698E+00  2.012E+07
  3.772E+00  2.028E+07
  3.847E+00  2.045E+07
  3.924E+00  2.063E+07
  4.003E+00  2.083E+07
  4.083E+00  2.103E+07
  4.164E+00  2.124E+07
  4.248E+00  2.145E+07
  4.333E+00  2.167E+07
  4.419E+00  2.190E+07
  4.508E+00  2.213E+07
  4.598E+00  2.238E+07
  4.690E+00  2.265E+07
  4.784E+00  2.293E+07
  4.879E+00  2.325E+07
  4.977E+00  2.360E+07
  5.076E+00  2.400E+07
  5.178E+00  2.447E+07
  5.282E+00  2.502E+07
  5.387E+00  2.568E+07
  5.495E+00  2.648E+07
  5.605E+00  2.748E+07
  5.717E+00  2.872E+07
  5.831E+00  3.031E+07
  5.948E+00  3.233E+07
  6.067E+00  3.494E+07
  6.188E+00  3.842E+07
  6.312E+00  4.470E+07
  6.402E+00  4.931E+07
  6.493E+00  5.622E+07
  6.586E+00  6.288E+07
  6.680E+00  6.393E+07
  6.775E+00  4.319E+07
  6.872E+00  4.594E+07
  6.970E+00  5.860E+07
  7.070E+00  2.285E+07
  7.211E+00  2.472E+07
  7.355E+00  2.482E+07
  7.502E+00  2.426E+07
  7.652E+00  2.376E+07
  7.805E+00  2.331E+07
  7.961E+00  2.278E+07
  8.121E+00  2.210E+07
  8.283E+00  2.122E+07
  8.449E+00  2.012E+07
  8.618E+00  1.878E+07
  8.790E+00  1.727E+07
  8.966E+00  1.578E+07
  9.145E+00  1.539E+07
  9.328E+00  1.421E+07
  9.515E+00  1.461E+07
  9.705E+00  1.484E+07
  9.899E+00  1.504E+07
  1.010E+01  1.528E+07
  1.030E+01  1.554E+07
  1.050E+01  1.580E+07
  1.072E+01  1.606E+07
  1.093E+01  1.632E+07
  1.115E+01  1.659E+07
  1.137E+01  1.686E+07
  1.160E+01  1.714E+07
  1.183E+01  1.742E+07
  1.207E+01  1.771E+07
  1.231E+01  1.800E+07
  1.255E+01  1.830E+07
  1.281E+01  1.860E+07
  1.306E+01  1.891E+07
  1.332E+01  1.922E+07
  1.359E+01  1.953E+07
  1.386E+01  1.984E+07
  1.414E+01  2.016E+07
  1.442E+01  2.047E+07
  1.471E+01  2.079E+07
  1.500E+01  2.110E+07
  1.530E+01  2.141E+07
  1.561E+01  2.172E+07
  1.592E+01  2.202E+07
  1.624E+01  2.231E+07
  1.657E+01  2.259E+07
  1.690E+01  2.287E+07
  1.723E+01  2.313E+07
  1.758E+01  2.339E+07
  1.793E+01  2.363E+07
  1.829E+01  2.386E+07
  1.866E+01  2.408E+07
  1.903E+01  2.429E+07
  1.941E+01  2.448E+07
  1.980E+01  2.466E+07
  2.019E+01  2.482E+07
  2.060E+01  2.497E+07
  2.101E+01  2.511E+07
  2.143E+01  2.523E+07
  2.186E+01  2.535E+07
  2.229E+01  2.544E+07
  2.274E+01  2.553E+07
  2.320E+01  2.560E+07
  2.366E+01  2.566E+07
  2.413E+01  2.571E+07
  2.462E+01  2.575E+07
  2.511E+01  2.578E+07
  2.561E+01  2.580E+07
  2.612E+01  2.581E+07
  2.664E+01  2.580E+07
  2.718E+01  2.576E+07
  2.772E+01  2.569E+07
  2.827E+01  2.558E+07
  2.884E+01  2.547E+07
  2.942E+01  2.538E+07
  3.001E+01  2.528E+07
  3.106E+01  2.587E+07
  3.214E+01  2.581E+07
  3.327E+01  2.572E+07
  3.443E+01  2.561E+07
  3.564E+01  2.547E+07
  3.688E+01  2.528E+07
  3.818E+01  2.506E+07
  3.951E+01  2.483E+07
  4.089E+01  2.461E+07
  4.294E+01  2.502E+07
  4.509E+01  2.481E+07
  4.734E+01  2.457E+07
  4.971E+01  2.430E+07
  5.219E+01  2.401E+07
  5.480E+01  2.368E+07
  5.754E+01  2.331E+07
  6.042E+01  2.289E+07
  6.344E+01  2.243E+07
  6.661E+01  2.191E+07
  6.994E+01  2.134E+07
  7.344E+01  2.072E+07
  7.711E+01  2.006E+07
  8.097E+01  1.937E+07
  8.502E+01  1.865E+07
  8.927E+01  1.791E+07
  9.373E+01  1.717E+07
  9.842E+01  1.642E+07
  1.033E+02  1.568E+07
  1.085E+02  1.495E+07
  1.139E+02  1.424E+07
  1.196E+02  1.356E+07
  1.256E+02  1.290E+07
  1.319E+02  1.227E+07
  1.385E+02  1.167E+07
  1.454E+02  1.110E+07
  1.527E+02  1.056E+07
  1.603E+02  1.006E+07
  1.683E+02  9.584E+06
  1.767E+02  9.140E+06
  1.856E+02  8.723E+06
  1.949E+02  8.333E+06
  2.046E+02  7.968E+06
  2.148E+02  7.627E+06
  2.256E+02  7.308E+06
  2.369E+02  7.009E+06
  2.487E+02  6.730E+06
  2.611E+02  6.467E+06
  2.742E+02  6.220E+06
  2.879E+02  5.988E+06
  3.023E+02  5.769E+06
  3.174E+02  5.561E+06
  3.333E+02  5.364E+06
  3.499E+02  5.176E+06
  3.674E+02  4.996E+06
  3.858E+02  4.823E+06
  4.051E+02  4.656E+06
  4.254E+02  4.493E+06
  4.466E+02  4.334E+06
  4.690E+02  4.176E+06
  4.924E+02  4.020E+06
  5.170E+02  3.864E+06
  5.429E+02  3.706E+06
  5.700E+02  3.546E+06
  5.985E+02  3.381E+06
  6.284E+02  3.209E+06
  6.599E+02  3.029E+06
  6.929E+02  2.838E+06
  7.275E+02  2.633E+06
  7.639E+02  2.408E+06
  8.021E+02  2.160E+06
  8.422E+02  1.879E+06
  8.843E+02  1.554E+06
  9.285E+02  1.164E+06
  9.749E+02  6.728E+05
